mz_rt,weight,log2FC,tstat,pval,padj,abs_weight,neglog10_padj
662.6472866_717.064,-0.0363897649904851,-0.4319700106808545,-3.6544273927172166,0.0009145456218203,0.0097828668031084,0.0363897649904851,2.0095338594937844
820.7398863_820.498,0.0363051204277997,0.6450806511488154,2.263561208395766,0.0305177905283569,0.1297925308013255,0.0363051204277997,0.8867502992544749
820.7321029_801.439,0.0361168412737039,0.7160554301342071,2.098196542267687,0.0438704701808694,0.1647476167430521,0.0361168412737039,0.7831808592397362
853.7308867_730.271,-0.0359382189640552,-1.4084886891381685,-1.790074017291017,0.0829089610983615,0.2441430621132923,0.0359382189640552,0.6123556126812081
396.3118614_82.6849,-0.0359250892267826,-0.3364191047572209,-1.9306341349368987,0.0624297762997022,0.2038771235178226,0.0359250892267826,0.6906315024580088
685.4375195_626.16,-0.0358663439379719,-0.1575484307156243,-2.550278669039691,0.0157513577641667,0.0848889968053567,0.0358663439379719,1.0711485987596163
454.3907494_230.656,-0.0358428750980901,-0.3197674325496601,-2.2360409983099885,0.0324496277008544,0.136365697361924,0.0358428750980901,0.8652948622308009
848.7617136_822.645,0.035700872237022,0.2612940057135625,2.09171753497432,0.0444857271560263,0.1658029625937755,0.035700872237022,0.7804077136733579
807.6382747_568.665,-0.0355950145525789,-0.4507337500942706,-2.8540177356977674,0.0075115884824381,0.0530318146860136,0.0355950145525789,1.2754635115833444
620.5997307_681.534,0.0355878211369743,0.1821421062991605,2.389696869322934,0.0229236181297774,0.1067959325713664,0.0355878211369743,0.9714452875270261
372.3120135_92.9146,-0.0354961082239265,-0.2627313796809266,-2.6936273875504924,0.0111587757868262,0.0673341513290539,0.0354961082239265,1.1717646092997247
853.7259643_839.8275,-0.0354645366236871,-0.2160351034197539,-1.6704705611604966,0.104580537984032,0.2895445483008886,0.0354645366236871,0.5382846077816539
811.666277_628.6765,-0.0350747668858673,-0.1418147344019255,-2.3883843444130575,0.0229928919983678,0.1067959325713664,0.0350747668858673,0.9714452875270261
937.8068653_794.2135,0.0347263022840365,0.3110091904452221,2.114249898490519,0.0423783258201632,0.159995176625857,0.0347263022840365,0.79589310982126
784.6415471_587.8365,-0.0346201824888346,-0.2503446148052729,-2.699996512096302,0.0109869490932352,0.0673341513290539,0.0346201824888346,1.1717646092997247
839.7010726_666.225,-0.0344356312696959,-0.1749809976828586,-2.428005276457627,0.0209835493582325,0.1035971038245609,0.0344356312696959,0.9846523856196775
829.7195397_804.925,0.0341513728576367,0.3964004362732855,2.051655106150585,0.0484620851053585,0.1743929898092751,0.0341513728576367,0.758470976676036
664.6541209_717.209,-0.0341344347950883,-0.5204417886425312,-2.8761351812364446,0.0071069865189158,0.0506821462864099,0.0341344347950883,1.2951450019060504
697.5270864_470.129,-0.0341171368851355,-0.1578952520425171,-2.435265441881573,0.0206332040457163,0.1027135295603707,0.0341171368851355,0.9883723467979538
887.7230414_592.861,0.033901600659215,0.0782513918798472,1.8091738312996275,0.0798275609123301,0.2384556931374098,0.033901600659215,0.6225923043114894
288.2174351_50.7878,-0.0338435536986629,-0.340477025873981,-1.887010974928956,0.0682591936776111,0.2132344722849269,0.0338435536986629,0.6711425842940903
936.8037155_794.316,0.0338041960301055,0.2921400056176558,2.0839655697810633,0.0452318738551449,0.1663213694881893,0.0338041960301055,0.7790519476862373
730.4657578_230.908,0.0337402345263982,0.3147631613154679,1.3378406240729608,0.1903789623195924,0.3920548805251364,0.0337402345263982,0.40665313542605097
930.8490445_822.762,0.03372182958782,0.2213677640235414,1.934301632856766,0.0619599263299856,0.203459106925441,0.03372182958782,0.6915228661500962
818.7255254_801.192,0.0336919034445741,0.7640109300118689,1.9240233272665113,0.063284496630043,0.204013034798221,0.0336919034445741,0.6903420837501215
314.2328644_54.365,-0.0336048094281145,-0.2698523749331582,-2.032632264089634,0.0504573288887459,0.1770433127459028,0.0336048094281145,0.7519204727036788
812.6715988_675.649,-0.0335183890603614,-2.711164652221816,-1.4751481905908166,0.1499448021531907,0.3500186263711424,0.0335183890603614,0.45590884389268765
867.7427712_852.171,-0.0334519345184744,-0.1583726033776689,-2.191270767466735,0.0358274907558574,0.145369014216295,0.0334519345184744,0.8375281546115829
464.3754286_356.453,0.0332767552529206,0.2978728539648426,1.4651227376861349,0.1526444766331069,0.3500186263711424,0.0332767552529206,0.45590884389268765
718.5761617_600.5995,-0.033123361403531,-0.1536610928904195,-2.5427164394200226,0.0160364150489983,0.0857705229135822,0.033123361403531,1.06666194216916
802.5377788_475.835,0.0330350729431625,0.2968319383530337,2.0892223667730696,0.0447246982028847,0.1658029625937755,0.0330350729431625,0.7804077136733579
